"Mineral Name","Mineral Name (plain)","IMA Chemistry (plain)","Structural Groupname"
"Ferro-taramite","Ferro-taramite","Na(NaCa)(Fe2+3Al2)(Si6Al2)O22(OH)2","Amphibole"
"Ferrotitanowodginite","Ferrotitanowodginite","Fe2+TiTa2O8","Wodginite"
"Ferrotochilinite","Ferrotochilinite","FeS·≈0.85[Fe(OH)2]","Tochilinite"
"Ferro-tschermakite","Ferro-tschermakite","[box]Ca2(Fe2+3Al2)(Si6Al2)O22(OH)2","Amphibole"
"Ferrotychite","Ferrotychite","Na6Fe2+2(CO3)4(SO4)","Northupite"
"Ferrovalleriite","Ferrovalleriite","2[(Fe,Cu)S]·1.53[(Fe,Al,Mg)(OH)2]","Valleriite"
"Ferrovorontsovite","Ferrovorontsovite","(Fe5Cu)TlAs4S12"," "
"Ferrowodginite","Ferrowodginite","Fe2+Sn4+Ta2O8","Wodginite"
"Ferrowyllieite","Ferrowyllieite","NaNaFe2+(Fe2+Al)(PO4)3","Alluaudite-Wyllieite"
"Ferruccite","Ferruccite","NaBF4"," "
"Fersmanite","Fersmanite","Ca4(Na,Ca)4(Ti,Nb)4(Si2O7)2O8F3"," "
"Fersmite","Fersmite","(Ca,Ce,Na)(Nb,Ta,Ti)2(O,OH,F)6","Columbite"
"Feruvite","Feruvite","CaFe2+3(Al5Mg)(Si6O18)(BO3)3(OH)3(OH)","Tourmaline"
"Fervanite","Fervanite","Fe3+4V5+4O16·5H2O"," "
"Fetiasite","Fetiasite","(Fe2+,Fe3+,Ti4+)3O2As3+2O5"," "
"Fettelite","Fettelite","[Ag6As2S7][Ag10HgAs2S8]"," "
"Feynmanite","Feynmanite","Na(UO2)(SO4)(OH)·3.5H2O"," "
"Fianelite","Fianelite","Mn2+2V2O7·2H2O","Fianelite"
"Fibroferrite","Fibroferrite","Fe3+(SO4)(OH)·5H2O"," "
"Fichtelite","Fichtelite","C19H34"," "
"Fiedlerite","Fiedlerite","Pb3Cl4F(OH)·H2O"," "
"Fiemmeite","Fiemmeite","Cu2(C2O4)(OH)2·2H2O","Oxalate"
"Filatovite","Filatovite","K(Al,Zn)2(As,Si)2O8","Feldspar"
"Filipstadite","Filipstadite","(Fe3+0.5Sb5+0.5)Mn2+2O4","Spinel"
"Fillowite","Fillowite","Na2CaMn2+7(PO4)6","Fillowite"
"Finchite","Finchite","Sr(UO2)2(V2O8)·5H2O","Fritzscheite"
"Fingerite","Fingerite","Cu11O2(VO4)6"," "
"Finnemanite","Finnemanite","Pb5(As3+O3)3Cl","Apatite"
"Fischesserite","Fischesserite","Ag3AuSe2"," "
"Fivegite","Fivegite","K4Ca2[AlSi7O17(O2-x(OH)x)][(H2O)2-x(OH)x]Cl (x = 0-2)"," "
"Fizélyite","Fizelyite","Ag5Pb14Sb21S48","Lillianite"
"Flagstaffite","Flagstaffite","C10H22O3"," "
"Flamite","Flamite","Ca8-x(Na,K)x(SiO4)4-x(PO4)x"," "
"Fleetite","Fleetite","Cu2RhIrSb2"," "
"Fleischerite","Fleischerite","Pb3Ge(SO4)2(OH)6·3H2O","Fleischerite"
"Fleisstalite","Fleisstalite","Fe2+(SO3)·3H2O","Gravegliaite"
"Fletcherite","Fletcherite","CuNi2S4","Spinel"
"Flinkite","Flinkite","Mn2+2Mn3+(AsO4)(OH)4","Allactite"
"Flinteite","Flinteite","K2ZnCl4"," "
"Florencite-(Ce)","Florencite-(Ce)","CeAl3(PO4)2(OH)6","Alunite-crandallite"
"Florencite-(La)","Florencite-(La)","LaAl3(PO4)2(OH)6","Alunite-crandallite"
"Florencite-(Nd)","Florencite-(Nd)","NdAl3(PO4)2(OH)6","Alunite-crandallite"
"Florencite-(Sm)","Florencite-(Sm)","SmAl3(PO4)2(OH)6","Alunite-crandallite"
"Florenskyite","Florenskyite","FeTiP","Barringerite"
"Florensovite","Florensovite","Cu(Cr1.5Sb0.5)S4","Spinel"
"Flörkeite","Florkeite","(K3Ca2Na)[Al8Si8O32]·12H2O"," "
"Fluckite","Fluckite","CaMn2+(AsO3OH)2·2H2O","Fluckite"
"Fluellite","Fluellite","Al2(PO4)F2(OH)·7H2O"," "
"Fluoborite","Fluoborite","Mg3(BO3)F3"," "
"Fluocerite-(Ce)","Fluocerite-(Ce)","CeF3","Fluocerite"
"Fluocerite-(La)","Fluocerite-(La)","LaF3","Fluocerite"
"Fluorannite","Fluorannite","KFe2+3(Si3Al)O10F2","Mica"
"Fluorapatite","Fluorapatite","Ca5(PO4)3F","Apatite"
"Fluorapophyllite-(Cs)","Fluorapophyllite-(Cs)","CsCa4(Si8O20)F(H2O)8","Apophyllite"
"Fluorapophyllite-(K)","Fluorapophyllite-(K)","KCa4Si8O20F·8H2O","Apophyllite"
"Fluorapophyllite-(Na)","Fluorapophyllite-(Na)","NaCa4Si8O20F·8H2O","Apophyllite"
"Fluorapophyllite-(NH_4_)","Fluorapophyllite-(NH4)","(NH4)Ca4(Si8O20)F·8H2O","Apophyllite"
"Fluorarrojadite-(BaFe)","Fluorarrojadite-(BaFe)","Na2CaBaFe2+Fe2+13Al(PO4)11(PO3OH)F2","Arrojadite"
"Fluorarrojadite-(BaNa)","Fluorarrojadite-(BaNa)","BaNa4CaFe13Al(PO4)11(PO3OH)F2","Arrojadite"
"Fluorbarytolamprophyllite","Fluorbarytolamprophyllite","(Ba,Sr,K)2[(Na,Fe2+)3TiF2][Ti2(Si2O7)2O2]","Seidozerite-Lamprophyllite"
"Fluorbritholite-(Ce)","Fluorbritholite-(Ce)","(Ce,Ca)5(SiO4)3F","Apatite"
"Fluorbritholite-(Y)","Fluorbritholite-(Y)","(Y,Ca)5(SiO4)3F","Apatite"
"Fluor-buergerite","Fluor-buergerite","NaFe3+3Al6(Si6O18)(BO3)3O3F","Tourmaline"
"Fluorcalciobritholite","Fluorcalciobritholite","(Ca,REE)5(SiO4,PO4)3F","Apatite"
"Fluorcalciomicrolite","Fluorcalciomicrolite","(Ca,Na,[box])2Ta2O6F","Pyrochlore-microlite"
"Fluorcalciopyrochlore","Fluorcalciopyrochlore","(Ca,Na)2(Nb,Ti)2O6F","Pyrochlore-Pyrochlore"
"Fluorcalcioroméite","Fluorcalcioromeite","(Ca,Na)2Sb5+2O6F","Pyrochlore-Roméite"
"Fluorcanasite","Fluorcanasite","K3Na3Ca5Si12O30F4·H2O"," "
"Fluorcaphite","Fluorcaphite","SrCaCa3(PO4)3F","Apatite"
"Fluorcarletonite","Fluorcarletonite","KNa4Ca4Si8O18(CO3)4F·H2O","Carletonite"
"Fluorcarmoite-(BaNa)","Fluorcarmoite-(BaNa)","Ba[box]Na2Na2[box]CaMg13Al(PO4)11(PO3OH)F2","Arrojadite"
"Fluorchegemite","Fluorchegemite","Ca7(SiO4)3F2","Humite"
"Fluor-dravite","Fluor-dravite","NaMg3Al6(Si6O18)(BO3)3(OH)3F","Tourmaline"
"Fluor-elbaite","Fluor-elbaite","Na(Li1.5Al1.5)Al6(Si6O18)(BO3)3(OH)3F","Tourmaline"
"Fluorellestadite","Fluorellestadite","Ca5(SiO4)1.5(SO4)1.5F","Apatite"
"Fluorite","Fluorite","CaF2","Fluorite"
"Fluorkyuygenite","Fluorkyuygenite","Ca12Al14O32[(H2O)4F2]","Mayenite"
"Fluorlamprophyllite","Fluorlamprophyllite","(SrNa)Ti2Na3Ti(Si2O7)2O2F2","Seidozerite-Lamprophyllite"
"Fluor-liddicoatite","Fluor-liddicoatite","Ca(Li2Al)Al6(Si6O18)(BO3)3(OH)3F","Tourmaline"
"Fluorluanshiweiite","Fluorluanshiweiite","KLiAl1.5[box]0.5(Si3.5Al0.5)O10F2","Mica"
"Fluormayenite","Fluormayenite","Ca12Al14O32[[box]4F2]","Mayenite"
"Fluornatrocoulsellite","Fluornatrocoulsellite","(Na1.5Ca0.5)(Mg1.5Al0.5)F6F","Pyrochlore"
"Fluornatromicrolite","Fluornatromicrolite","(Na1.5Bi0.5)Ta2O6F","Pyrochlore-microlite"
"Fluornatropyrochlore","Fluornatropyrochlore","(Na,Pb,Ca,REE,U)2Nb2O6F","Pyrochlore-Pyrochlore"
"Fluoro-cannilloite","Fluoro-cannilloite","CaCa2(Mg4Al)(Si5Al3)O22F2","Amphibole"
"Fluorocronite","Fluorocronite","PbF2","Fluorite"
"Fluoro-edenite","Fluoro-edenite","NaCa2Mg5(Si7Al)O22F2","Amphibole"
"Fluorokinoshitalite","Fluorokinoshitalite","BaMg3Al2Si2O10F2","Mica"
"Fluoro-leakeite","Fluoro-leakeite","NaNa2(Mg2Al2Li)Si8O22F2","Amphibole"
"Fluoro-nybøite","Fluoro-nyboite","NaNa2(Mg3Al2)(Si7Al)O22F2","Amphibole"
"Fluoro-pargasite","Fluoro-pargasite","NaCa2(Mg4Al)(Si6Al2)O22F2","Amphibole"
"Fluoro-pedrizite","Fluoro-pedrizite","NaLi2(Mg2Al2Li)Si8O22F2","Amphibole"
"Fluorophlogopite","Fluorophlogopite","KMg3(Si3Al)O10F2","Mica"
"Fluoro-richterite","Fluoro-richterite","Na(NaCa)Mg5Si8O22F2","Amphibole"
"Fluoro-riebeckite","Fluoro-riebeckite","[box]Na2(Fe2+3Fe3+2)Si8O22F2","Amphibole-amphiboles sodic"
"Fluoro-taramite","Fluoro-taramite","Na(NaCa)(Mg3Al2)(Si6Al2)O22F2","Amphibole"
"Fluorotetraferriphlogopite","Fluorotetraferriphlogopite","KMg3Fe3+Si3O10F2","Mica"
"Fluoro-tremolite","Fluoro-tremolite","[box]Ca2Mg5Si8O22F2","Amphibole-amphiboles calcic"
"Fluorowardite","Fluorowardite","NaAl3(PO4)2(OH)2F2·2H2O","Wardite"
"Fluorphosphohedyphane","Fluorphosphohedyphane","Ca2Pb3(PO4)3F","Apatite"
"Fluor-schorl","Fluor-schorl","NaFe2+3Al6(Si6O18)(BO3)3(OH)3F","Tourmaline"
"Fluorstrophite","Fluorstrophite","SrCaSr3(PO4)3F","Apatite"
"Fluor-tsilaisite","Fluor-tsilaisite","NaMn2+3Al6(Si6O18)(BO3)3(OH)3F","Tourmaline"
"Fluor-uvite","Fluor-uvite","CaMg3(Al5Mg)(Si6O18)(BO3)3(OH)3F","Tourmaline"
"Fluorvesuvianite","Fluorvesuvianite","Ca19(Al,Mg)13(SiO4)10(Si2O7)4O(F,OH)9","Vesuvianite"
"Fluorwavellite","Fluorwavellite","Al3(PO4)2(OH)2F·5H2O","Wavellite"
"Flurlite","Flurlite","Zn2+Zn2+3Fe3+(PO4)3(OH)2(H2O)7·2H2O","Flurlite"
"Foggite","Foggite","CaAl(PO4)(OH)2·H2O"," "
"Fogoite-(Y)","Fogoite-(Y)","Ca2Y2Na3Ti(Si2O7)2(OF)F2","Seidozerite-Rinkite"
"Foitite","Foitite","[box](Fe2+2Al)Al6(Si6O18)(BO3)3(OH)3(OH)","Tourmaline"
"Folvikite","Folvikite","Sb5+Mn3+(Mg,Mn2+)10O8(BO3)4"," "
"Fontanite","Fontanite","Ca(UO2)3(CO3)2O2·6H2O"," "
"Fontarnauite","Fontarnauite","(Na,K)2(Sr,Ca)(SO4)[B5O8(OH)](H2O)2"," "
"Foordite","Foordite","Sn2+Nb2O6"," "
"Footemineite","Footemineite","Ca2Mn2+5Be4(PO4)6(OH)4·6H2O"," "
"Forêtite","Foretite","Cu2Al2(AsO4)(OH,O,H2O)6"," "
"Formanite-(Y)","Formanite-(Y)","YTaO4"," "
"Formicaite","Formicaite","Ca(CHOO)2","Formate"
"Fornacite","Fornacite","CuPb2(CrO4)(AsO4)(OH)","Fornacite"
"Forsterite","Forsterite","Mg2(SiO4)","Olivine"
"Foshagite","Foshagite","Ca4(SiO3)3(OH)2"," "
"Fougèrite","Fougerite","Fe2+4Fe3+2(OH)12(CO3)·3H2O","Hydrotalcite"
"Fourmarierite","Fourmarierite","Pb1-xO3-2x(UO2)4(OH)4+2x·4H2O","Schoepite"
"Fowlerite","Fowlerite","(Mn,Zn)SiO3"," "
"Fraipontite","Fraipontite","(Zn,Al)3(Si,Al)2O5(OH)4","Serpentine"
"Francevillite","Francevillite","Ba(UO2)2(VO4)2·5H2O","Fritzscheite"
"Franciscanite","Franciscanite","Mn2+6(V5+[box])(SiO4)2O3(OH)3","Welinite"
"Francisite","Francisite","Cu3Bi(Se4+O3)2O2Cl"," "
"Franckeite","Franckeite","Pb21.7Sn9.3Fe4.0Sb8.1S56.9","Cylindrite"
"Francoanellite","Francoanellite","K3Al5(PO3OH)6(PO4)2·12H2O"," "
"Françoisite-(Ce)","Francoisite-(Ce)","Ce(UO2)3O(OH)(PO4)2·6H2O"," "
"Françoisite-(Nd)","Francoisite-(Nd)","Nd(UO2)3O(OH)(PO4)2·6H2O"," "
"Franconite","Franconite","NaNb2O5(OH)·3H2O"," "
"Frankamenite","Frankamenite","K3Na3Ca5Si12O30(F,OH)4·H2O"," "
"Frankdicksonite","Frankdicksonite","BaF2","Fluorite"
"Frankhawthorneite","Frankhawthorneite","Cu2Te6+O4(OH)2"," "
"Franklinfurnaceite","Franklinfurnaceite","Ca2Mn2+3Mn3+Fe3+Zn2Si2O10(OH)8"," "
"Franklinite","Franklinite","ZnFe3+2O4","Spinel"
"Franklinphilite","Franklinphilite","(K,Na)4(Mn2+,Mg,Zn)48(Si,Al)72(O,OH)216·6H2O","Stilpnomelane"
"Fransoletite","Fransoletite","Ca3Be2(PO4)2(PO3OH)2·4H2O"," "
"Franzinite","Franzinite","(Na,K)30Ca10(Si30Al30)O120(SO4)10·2H2O","Cancrinite-sodalite"
"Freboldite","Freboldite","CoSe","Nickeline"
"Fredrikssonite","Fredrikssonite","Mg2Mn3+O2(BO3)","Ludwigite"
"Freedite","Freedite","Cu1+Pb8(As3+O3)2O3Cl5"," "
"Freieslebenite","Freieslebenite","AgPbSbS3"," "
"Freitalite","Freitalite","C14H10"," "
"Fresnoite","Fresnoite","Ba2TiO(Si2O7)"," "
"Freudenbergite","Freudenbergite","Na(Ti4+3Fe3+)O8"," "
"Friedelite","Friedelite","Mn2+8Si6O15(OH)10","Clay"
"Friedrichbeckeite","Friedrichbeckeite","K([box]Na)Mg2(Be2Mg)Si12O30","Milarite"
"Friedrichite","Friedrichite","Cu5Pb5Bi7S18","Meneghinite"
"Fritzscheite","Fritzscheite","Mn2+(UO2)2(VO4,PO4)2·4H2O","Fritzscheite"
"Frohbergite","Frohbergite","FeTe2","Marcasite"
"Frolovite","Frolovite","Ca[B(OH)4]2"," "
"Frondelite","Frondelite","(Mn2+0.5Fe3+0.5)2Fe3+3(PO4)3(OH)5","Rockbridgeite"
"Froodite","Froodite","PdBi2"," "
"Fuenzalidaite","Fuenzalidaite","K3Na5Mg5(IO3)6(SO4)6·6H2O"," "
"Fuettererite","Fuettererite","Pb3Cu2+6Te6+O6(OH)7Cl5"," "
"Fukalite","Fukalite","Ca4Si2O6(CO3)(OH)2"," "
"Fukuchilite","Fukuchilite","Cu3FeS8","Pyrite"
"Fulbrightite","Fulbrightite","Ca(VO)2(AsO4)2·4H2O","Sincosite"
"Fülöppite","Fuloppite","Pb3Sb8S15"," "
"Furongite","Furongite","Al4(UO2)4(PO4)6(OH)2(H2O)19.5"," "
"Furutobeite","Furutobeite","(Cu,Ag)6PbS4"," "
"Gabrielite","Gabrielite","Tl2AgCu2As3S7"," "
"Gabrielsonite","Gabrielsonite","PbFe3+(AsO3)O"," "
"Gachingite","Gachingite","Au(Te1-xSex) 0.2 ≈ x ≤ 0.5"," "
"Gadolinite-(Ce)","Gadolinite-(Ce)","Ce2Fe2+Be2O2(SiO4)2","Gadolinite"
"Gadolinite-(Nd)","Gadolinite-(Nd)","Nd2Fe2+Be2O2(SiO4)2","Gadolinite"
"Gadolinite-(Y)","Gadolinite-(Y)","Y2Fe2+Be2O2(SiO4)2","Gadolinite"
"Gagarinite-(Ce)","Gagarinite-(Ce)","NaCaCeF6","Gagarinite"
"Gagarinite-(Y)","Gagarinite-(Y)","NaCaYF6","Gagarinite"
"Gageite","Gageite","Mn2+21Si8O27(OH)20"," "
"Gahnite","Gahnite","ZnAl2O4","Spinel"
"Gaidonnayite","Gaidonnayite","Na2ZrSi3O9·2H2O","Gaidonnayite"
"Gaildunningite","Gaildunningite","Hg2+3[NHg2+2]18(Cl,I)24"," "
"Gainesite","Gainesite","Na2(Be,Li)Zr2(PO4)4·1.5H2O"," "
"Gaitite","Gaitite","Ca2Zn(AsO4)2·2H2O","Fairfieldite"
"Gajardoite","Gajardoite","KCa0.5As3+4O6Cl2·5H2O"," "
"Galaxite","Galaxite","Mn2+Al2O4","Spinel"
"Galeaclolusite","Galeaclolusite","Al6(AsO4)3(OH)9(H2O)4·8H2O","Bulachite"
"Galeite","Galeite","Na15(SO4)5ClF4"," "
"Galena","Galena","PbS","Rocksalt"
"Galenobismutite","Galenobismutite","PbBi2S4","Kobellite"
"Galgenbergite-(Ce)","Galgenbergite-(Ce)","CaCe2(CO3)4·H2O"," "
"Galileiite","Galileiite","NaFe2+4(PO4)3","Fillowite"
"Galkhaite","Galkhaite","(Hg5Cu)CsAs4S12"," "
"Galliskiite","Galliskiite","Ca4Al2(PO4)2F8·5H2O"," "
"Gallite","Gallite","CuGaS2","Chalcopyrite"
"Gallobeudantite","Gallobeudantite","PbGa3(AsO4)(SO4)(OH)6","Alunite-beudantite"
"Galloplumbogummite","Galloplumbogummite","Pb(Ga,Al,Ge)3(PO4)2(OH)6","Alunite-crandallite"
"Galuskinite","Galuskinite","Ca7(SiO4)3(CO3)"," "
"Gamagarite","Gamagarite","Ba2Fe3+(VO4)2(OH)","Brackebuschite"
"Gananite","Gananite","BiF3"," "
"Ganomalite","Ganomalite","Pb9Ca6(Si2O7)4(SiO4)O","Ganomalite"
"Ganophyllite","Ganophyllite","(K,Na)xMn2+6(Si,Al)10O24(OH)4·nH2O (x = 1-2; n = 7-11)","Clay"
"Ganterite","Ganterite","Ba0.5(Na,K)0.5Al2(Si2.5Al1.5)O10(OH)2"," "
"Gaotaiite","Gaotaiite","Ir3Te8","Pyrite"
"Garavellite","Garavellite","FeSbBiS4","Berthierite"
"Garmite","Garmite","CsLiMg2(Si4O10)F2","Mica"
"Garpenbergite","Garpenbergite","Mn6AsSbO10(OH)2","Manganostibite"
"Garrelsite","Garrelsite","NaBa3B7Si2O16(OH)4"," "
"Garronite-Ca","Garronite-Ca","Ca3(Al6Si10O32)·14H2O","Gismondine"
"Garronite-Na","Garronite-Na","Na6(Al6Si10O32)·8.5H2O","Gismondine"
"Gartrellite","Gartrellite","PbCuFe3+(AsO4)2(OH)·H2O","Helmutwinklerite"
"Garutiite","Garutiite","(Ni,Fe,Ir)"," "
"Garyansellite","Garyansellite","Mg2Fe3+(PO4)2(OH)·2H2O","Reddingite"
"Gasparite-(Ce)","Gasparite-(Ce)","Ce(AsO4)","Monazite"
"Gasparite-(La)","Gasparite-(La)","La(AsO4)","Monazite"
"Gaspéite","Gaspeite","Ni(CO3)","Calcite"
"Gatedalite","Gatedalite","ZrMn2+2Mn3+4O8(SiO4)","Braunite"
"Gatehouseite","Gatehouseite","Mn2+5(PO4)2(OH)4","Arsenoclasite"
"Gatelite-(Ce)","Gatelite-(Ce)","(Ca,Ce)4(Al,Mg,Fe)4(Si2O7)(SiO4)3(O,F,OH)3","Gatelite"
"Gatewayite","Gatewayite","Ca6(As3+V4+3V5+9As5+6O51)·31H2O"," "
"Gatumbaite","Gatumbaite","CaAl2(PO4)2(OH)2·H2O"," "
"Gaudefroyite","Gaudefroyite","Ca4Mn3+3(BO3)3(CO3)O3"," "
"Gaultite","Gaultite","Na4Zn2Si7O18·5H2O"," "
"Gauthierite","Gauthierite","KPb[(UO2)7O5(OH)7]·8H2O"," "
"Gayite","Gayite","NaMnFe5(PO4)4(OH)6·2H2O","Dufrénite"
"Gaylussite","Gaylussite","Na2Ca(CO3)2·5H2O"," "
"Gazeevite","Gazeevite","BaCa6(SiO4)2(SO4)2O","Zadovite"
"Gearksutite","Gearksutite","CaAlF4(OH)·H2O"," "
"Gebhardite","Gebhardite","Pb8As3+4O11Cl6"," "
"Gedrite","Gedrite","[box]Mg2(Mg3Al2)(Si6Al2)O22(OH)2","Amphibole"
"Geerite","Geerite","Cu8S5"," "
"Geffroyite","Geffroyite","(Cu,Fe,Ag)9Se8","Pentlandite"
"Gehlenite","Gehlenite","Ca2Al(SiAl)O7","Melilite"
"Geigerite","Geigerite","Mn2+5(AsO4)2(AsO3OH)2·10H2O","Lindackerite"
"Geikielite","Geikielite","MgTiO3","Corundum"
"Gelosaite","Gelosaite","BiMo6+(2-5x)Mo5+6xO7(OH)·H2O (0 < x < 0.4)","Gelosaite"
"Geminite","Geminite","Cu2+(AsO3OH)·H2O"," "
"Gengenbachite","Gengenbachite","KFe3(H2PO4)2(HPO4)4·6H2O"," "
"Genkinite","Genkinite","Pt4Sb3"," "
"Genplesite","Genplesite","Ca3Sn(SO4)2(OH)6·3H2O","Fleischerite"
"Genthelvite","Genthelvite","Be3Zn4(SiO4)3S","Sodalite"
"Geocronite","Geocronite","Pb14(Sb,As)6S23","Geocronite"
"Georgbarsanovite","Georgbarsanovite","Na12(Mn,Sr,REE)3Ca6Fe2+3Zr3NbSi25O76Cl2·H2O","Eudialyte"
"Georgbokiite","Georgbokiite","Cu5O2(Se4+O3)2Cl2"," "
"Georgechaoite","Georgechaoite","KNaZrSi3O9·2H2O","Gaidonnayite"
"George-ericksenite","George-ericksenite","Na6CaMg(IO3)6(CrO4)2·12H2O"," "
"Georgeite","Georgeite","Cu2(CO3)(OH)2","Amorphous"
"Georgerobinsonite","Georgerobinsonite","Pb4(CrO4)2(OH)2FCl"," "
"Georgiadesite","Georgiadesite","Pb4(As3+O3)Cl4(OH)"," "
"Gerasimovskite","Gerasimovskite","Mn2+(Ti,Nb)5O12·9H2O (?)"," "
"Gerdtremmelite","Gerdtremmelite","ZnAl2(AsO4)(OH)5"," "
"Gerenite-(Y)","Gerenite-(Y)","(Ca,Na,[box])2Y3Si6O18·2H2O"," "
"Gerhardtite","Gerhardtite","Cu2(NO3)(OH)3"," "
"Germanite","Germanite","Cu13Fe2Ge2S16","Sphalerite"
"Germanocolusite","Germanocolusite","Cu13VGe3S16","Sphalerite"
"Gersdorffite-P2<sub>1</sub>3","Gersdorffite-P213","NiAsS","Ullmannite"
"Gersdorffite-Pa3","Gersdorffite-Pa3","NiAsS","Pyrite"
"Gersdorffite-Pca2<sub>1</sub>","Gersdorffite-Pca21","NiAsS","Cobaltite"
"Gerstleyite","Gerstleyite","Na2(Sb,As)8S13·2H2O"," "
"Gerstmannite","Gerstmannite","Mn2+MgZn(SiO4)(OH)2"," "
"Geschieberite","Geschieberite","K2(UO2)(SO4)2·2H2O"," "
"Getchellite","Getchellite","SbAsS3"," "
"Geversite","Geversite","PtSb2","Pyrite"
"Ghiaraite","Ghiaraite","CaCl2·4H2O"," "
"Giacovazzoite","Giacovazzoite","K5Fe3+3O(SO4)6·10H2O"," "
"Gianellaite","Gianellaite","(Hg2N)2(SO4)(H2O)x"," "
"Gibbsite","Gibbsite","Al(OH)3"," "
"Giessenite","Giessenite","(Cu,Fe)2Pb26.4(Bi,Sb)19.6S57","Kobellite"
"Giftgrubeite","Giftgrubeite","CaMn2Ca2(AsO4)2(AsO3OH)2·4H2O","Hureaulite"
"Gilalite","Gilalite","Cu5Si6O17·7H2O"," "
"Gillardite","Gillardite","Cu3NiCl2(OH)6","Atacamite"
"Gillespite","Gillespite","BaFe2+Si4O10","Gillespite"
"Gillulyite","Gillulyite","Tl2As7.5Sb0.3S13"," "
"Gilmarite","Gilmarite","Cu2+3(AsO4)(OH)3","Gilmarite"
"Giniite","Giniite","Fe2+Fe3+4(PO4)4(OH)2·2H2O"," "
"Ginorite","Ginorite","Ca2B14O20(OH)6·5H2O"," "
"Giorgiosite","Giorgiosite","Mg5(CO3)4(OH)2·5H2O"," "
"Giraudite-(Zn)","Giraudite-(Zn)","Cu6(Cu4Zn2)As4Se13","Tetrahedrite"
"Girvasite","Girvasite","NaCa2Mg3(PO4)3(CO3)(H2O)6"," "
"Gismondine","Gismondine","Ca2(Si4Al4)O16·8H2O","Gismondine"
"Gittinsite","Gittinsite","CaZrSi2O7","Thortveitite"
"Giuseppettite","Giuseppettite","Na42K16Ca6Si48Al48O192(SO4)10Cl2·5H2O","Cancrinite-sodalite"
"Gjerdingenite-Ca","Gjerdingenite-Ca","K2Ca(Nb,Ti)4(Si4O12)2(O,OH)4·6H2O","Labuntsovite"
"Gjerdingenite-Fe","Gjerdingenite-Fe","K2Fe(Nb,Ti)4(Si4O12)2(O,OH)4·6H2O","Labuntsovite"
"Gjerdingenite-Mn","Gjerdingenite-Mn","K2Mn(Nb,Ti)4(Si4O12)2(O,OH)4·6H2O","Labuntsovite"
"Gjerdingenite-Na","Gjerdingenite-Na","K2Na(Nb,Ti)4(Si4O12)2(OH,O)4·5H2O","Labuntsovite"
"Gladite","Gladite","CuPbBi5S9","Meneghinite"
"Gladiusite","Gladiusite","Fe3+2Fe2+4(PO4)(OH)11·H2O"," "
"Gladkovskyite","Gladkovskyite","MnTlAs3S6"," "
"Glagolevite","Glagolevite","Na(Mg,Al)6(Si3Al)O10(OH,O)8"," "
"Glauberite","Glauberite","Na2Ca(SO4)2"," "
"Glaucocerinite","Glaucocerinite","(Zn1-xAlx)(SO4)x/2(OH)2·nH2O (x < 0.5, n > 3x/2)","Hydrotalcite"
"Glaucochroite","Glaucochroite","CaMn2+(SiO4)","Olivine"
"Glaucodot","Glaucodot","(Co0.5Fe0.5)AsS","Arsenopyrite"
"Glaucophane","Glaucophane","[box]Na2(Mg3Al2)Si8O22(OH)2","Amphibole"
"Glaukosphaerite","Glaukosphaerite","CuNi(CO3)(OH)2","Malachite"
"Glikinite","Glikinite","Zn3O(SO4)2"," "
"Glucine","Glucine","CaBe4(PO4)2(OH)4·0.5H2O"," "
"Glushinskite","Glushinskite","Mg(C2O4)·2H2O","Oxalate"
"Gmalimite","Gmalimite","K6[box]Fe2+24S27","Djerfisherite"
"Gmelinite-Ca","Gmelinite-Ca","Ca2(Si8Al4)O24·11H2O","Gmelinite"
"Gmelinite-K","Gmelinite-K","K4(Si8Al4)O24·11H2O","Gmelinite"
"Gmelinite-Na","Gmelinite-Na","Na4(Si8Al4)O24·11H2O","Gmelinite"
"Gobbinsite","Gobbinsite","Na5(Si11Al5)O32·11H2O","Gismondine"
"Gobelinite","Gobelinite","CoCu4(SO4)2(OH)6·6H2O","Ktenasite"
"Godlevskite","Godlevskite","(Ni,Fe)9S8","Pentlandite"
"Godovikovite","Godovikovite","(NH4)Al(SO4)2","Sabieite"
"Goedkenite","Goedkenite","Sr2Al(PO4)2(OH)","Brackebuschite"
"Goethite","Goethite","FeO(OH)","Diaspore"
"Gold","Gold","Au","Copper"
"Goldfieldite","Goldfieldite","(Cu4[box]2)Cu6Te4S13","Tetrahedrite"
"Goldhillite","Goldhillite","Cu5Zn(AsO4)2(OH)6·H2O","Philipsburgite"
"Goldichite","Goldichite","KFe3+(SO4)2·4H2O"," "
"Goldmanite","Goldmanite","Ca3V3+2(SiO4)3","Garnet"
"Goldquarryite","Goldquarryite","CuCd2Al3(PO4)4F3·10H2O"," "
"Goldschmidtite","Goldschmidtite","KNbO3","Perovskite"
"Golyshevite","Golyshevite","Na10Ca9Zr3Fe2SiNb(Si3O9)2(Si9O27)2(OH)3(CO3)·H2O","Eudialyte"
"Gonnardite","Gonnardite","(Na,Ca)2(Si,Al)5O10·3H2O","Natrolite"
"Gonyerite","Gonyerite","Mn2+5Fe3+(Si3Fe3+O10)(OH)8","Clay"
"Goosecreekite","Goosecreekite","Ca(Si6Al2)O16·5H2O"," "
"Gorbunovite","Gorbunovite","CsLi2(Ti,Fe)Si4O10(F,OH,O)2","Mica"
